[2025-09-12T07:11:11.090Z] [info] nav:login:goto {"url":"https://iampe.adm.gov.it/sam/UI/Login?realm=/adm&locale=en"}
[2025-09-12T07:11:17.474Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630692899&/o/frontend-js-web/aui/event-outside/event-outside.js&/o/frontend-js-web/aui/event-resize/event-resize.js&/o/frontend-js-web/aui/event-simulate/event-simulate.js&/o/frontend-js-web/aui/event-synthetic/event-synthetic.js&/o/frontend-js-web/aui/intl/intl.js&/o/frontend-js-web/aui/io-base/io-base.js&/o/frontend-js-web/aui/io-form/io-form.js&/o/frontend-js-web/aui/io-queue/io-queue.js&/o/frontend-js-web/aui/io-upload-iframe/io-upload-iframe.js&/o/frontend-js-web/aui/io-xdr/io-xdr.js&/o/frontend-js-web/aui/json-parse/json-parse.js&/o/frontend-js-web/aui/json-stringify/json-stringify.js&/o/frontend-js-web/aui/node-base/node-base.js&/o/frontend-js-web/aui/node-core/node-core.js&/o/frontend-js-web/aui/node-event-delegate/node-event-delegate.js&/o/frontend-js-web/aui/node-event-simulate/node-event-simulate.js&/o/frontend-js-web/aui/node-focusmanager/node-focusmanager.js&/o/frontend-js-web/aui/node-pluginhost/node-pluginhost.js&/o/frontend-js-web/aui/node-screen/node-screen.js&/o/frontend-js-web/aui/node-style/node-style.js&/o/frontend-js-web/aui/oop/oop.js&/o/frontend-js-web/aui/plugin/plugin.js&/o/frontend-js-web/aui/pluginhost-base/pluginhost-base.js&/o/frontend-js-web/aui/pluginhost-config/pluginhost-config.js&/o/frontend-js-web/aui/querystring-stringify-simple/querystring-stringify-simple.js&/o/frontend-js-web/aui/queue-promote/queue-promote.js&/o/frontend-js-web/aui/selector-css2/selector-css2.js&/o/frontend-js-web/aui/selector-css3/selector-css3.js&/o/frontend-js-web/aui/selector-native/selector-native.js&/o/frontend-js-web/aui/selector/selector.js&/o/frontend-js-web/aui/widget-base/widget-base.js&/o/frontend-js-web/aui/widget-htmlparser/widget-htmlparser.js&/o/frontend-js-web/aui/widget-skin/widget-skin.js&/o/frontend-js-web/aui/widget-uievents/widget-uievents.js&/o/frontend-js-web/aui/yui-throttle/yui-throttle.js&/o/frontend-js-web/aui/aui-base-core/aui-base-core.js {"status":200,"contentType":"text/javascript","saved":"net\\0040_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630692899_o_frontend-js-web_aui_event-outside_eve.txt"}
[2025-09-12T07:11:17.477Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=css&languageId=en_US&b=7210&t=1757630711893&/portale/o/adm-search-custom-theme-theme-contributor/css/adm-search-custom-theme.css&/portale/o/change-tracking-change-lists-indicator-theme-contributor/change_tracking_change_lists_indicator.css {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0041_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_css_languageId_en_US_b_7210_t_1757630711893_portale_o_adm-search-custom-theme-them.txt"}
[2025-09-12T07:11:17.485Z] [response] https://www.adm.gov.it/portale/o/frontend-css-web/main.css?browserId=other&themeId=TemaPortaleUnico_WAR_TemaPortaleUnicotheme&minifierType=css&languageId=en_US&b=7210&t=1757630690826 {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0042_200_www.adm.gov.it_portale_o_frontend-css-web_main.css_browserId_other_themeId_TemaPortaleUnico_WAR_TemaPortaleUnicotheme_minifierType_css_langu.txt"}
[2025-09-12T07:11:17.489Z] [response] https://www.adm.gov.it/portale/o/js_bundle_config?t=1757630790719 {"status":200,"contentType":"text/javascript;charset=UTF-8","saved":"net\\0044_200_www.adm.gov.it_portale_o_js_bundle_config_t_1757630790719.txt"}
[2025-09-12T07:11:17.583Z] [response] https://www.adm.gov.it/portale/o/js_loader_config?t=1757630768774 {"status":200,"contentType":"text/javascript;charset=UTF-8","saved":"net\\0045_200_www.adm.gov.it_portale_o_js_loader_config_t_1757630768774.txt"}
[2025-09-12T07:11:17.633Z] [response] https://www.adm.gov.it/portale/o/product-navigation-simulation-theme-contributor/css/simulation_panel.css?languageId=en_US {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0048_200_www.adm.gov.it_portale_o_product-navigation-simulation-theme-contributor_css_simulation_panel.css_languageId_en_US.txt"}
[2025-09-12T07:11:17.669Z] [response] https://www.adm.gov.it/portale/o/product-navigation-product-menu-theme-contributor/product_navigation_product_menu.css?languageId=en_US {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0047_200_www.adm.gov.it_portale_o_product-navigation-product-menu-theme-contributor_product_navigation_product_menu.css_languageId_en_US.txt"}
[2025-09-12T07:11:17.931Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/css/clay.css?browserId=other&themeId=TemaPortaleUnico_WAR_TemaPortaleUnicotheme&minifierType=css&languageId=en_US&b=7210&t=1757630858000 {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0043_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_css_clay.css_browserId_other_themeId_TemaPortaleUnico_WAR_TemaPortaleUnicotheme_minifierType.txt"}
[2025-09-12T07:11:17.947Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/css/main.css?browserId=other&themeId=TemaPortaleUnico_WAR_TemaPortaleUnicotheme&minifierType=css&languageId=en_US&b=7210&t=1757630858000 {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0046_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_css_main.css_browserId_other_themeId_TemaPortaleUnico_WAR_TemaPortaleUnicotheme_minifierType.txt"}
[2025-09-12T07:11:17.948Z] [response] https://www.adm.gov.it/portale/o/product-navigation-control-menu-theme-contributor/product_navigation_control_menu.js {"status":200,"contentType":"text/javascript","saved":"net\\0049_200_www.adm.gov.it_portale_o_product-navigation-control-menu-theme-contributor_product_navigation_control_menu.js.txt"}
